000			Story of Legends
014-034-001	en LONDRES
014-034-002	en NUEVA YORK
014-035		Cielo Rojo Matutino
014-035-000	Tormenta Inminente (Demencial)
014-036		Muertos Rodantes
014-036-000	Tempestad Impía (Demencial)
014-037		Tifón Nemo
014-037-000	Boca de Caribdis (Inhumano)
014-038		El Gran Diablo
014-038-000	Ira del Infierno (Mortal)
014-039		Fondo del Pantano
014-039-000	Fluye como el Río (Inhumano)
014-040		Gato Maníaco
014-040-000	Matón Punkarra (Mortal)
014-041		Defensor Maníaco
014-041-000	Vulcanizador (Mortal)
014-042		Hachero Maníaco
014-042-000	Guerra Injusta (Mortal)
014-043		Gatilargo Maníaco
014-043-000	Fiesta de Fortachones (Mortal)
014-044		Vaca Maníaca
014-044-000	Lío de Leones (Mortal)
014-045		Pájaro Maníaco
014-045-000	Bestias del Bosque (Mortal)
014-046		Pescado Maníaco
014-046-000	Isla de Ogros (Mortal)
014-047		Lagarto Maníaco
014-047-000	Draconiano (Mortal)
014-048		Titán Maníaco
014-048-000	Felino del Mal (Mortal)
014-049		La Segunda Dimensión
014-049-000	Agujero de Gusano (Mortal)
014-050		¡Bonanza de XP!
014-050-000	Tentación del Impío
014-050-001	Tentación del Demonio
014-050-002	Tentación del Archienemigo

024			Baron Boss Stages
024-000		¡Barón Foca Ataca!
024-000-000	Alerta Roja 1
024-000-001	Alerta Roja 2
024-000-002	Alerta Roja 3
024-000-003	Alerta Roja 4
024-000-004	Alerta Roja 5
024-000-005	Alerta Roja 6
024-000-006	Alerta Roja 7
024-000-007	Alerta Roja 8
024-000-008	Alerta Roja 9
024-000-009	Alerta Roja 10
024-000-010	Alerta Roja 11
024-000-011	Alerta Roja 12
024-000-012	Alerta Roja 13
024-000-013	Alerta Roja 14
024-000-014	Alerta Roja 15
024-000-015	Alerta Roja 16
024-000-016	Alerta Roja 17
024-000-017	Alerta Roja 18
024-000-018	Alerta Roja 19
024-000-019	Alerta Roja 20
024-001		¡¡Barón Foca Ataca!!
024-001-000	Alerta Roja 21
024-001-001	Alerta Roja 22
024-001-002	Alerta Roja 23
024-001-003	Alerta Roja 24
024-001-004	Alerta Roja 25
024-001-005	Alerta Roja 26
024-001-006	Alerta Roja 27
024-001-007	Alerta Roja 28
024-001-008	Alerta Roja 29
024-001-009	Alerta Roja 30
024-001-010	Alerta Roja 31
024-001-011	Alerta Roja 32
024-001-012	Alerta Roja 33
024-001-013	Alerta Roja 34
024-001-014	Alerta Roja 35
024-001-015	Alerta Roja 36
024-001-016	Alerta Roja 37
024-001-017	Alerta Roja 38
024-001-018	Alerta Roja 39
024-001-019	Alerta Roja 40
024-002		¡¡¡Barón Foca Ataca!!!
024-002-000	Alerta Roja 41
024-002-001	Alerta Roja 42
024-002-002	Alerta Roja 43
024-002-003	Alerta Roja 44
024-002-004	Alerta Roja 45
024-002-005	Alerta Roja 46
024-002-006	Alerta Roja 47
024-002-007	Alerta Roja 48
024-002-008	Alerta Roja 49
024-002-009	Alerta Roja 50
024-002-010	Alerta Roja 51
024-002-011	Alerta Roja 52
024-002-012	Alerta Roja 53
024-002-013	Alerta Roja 54
024-002-014	Alerta Roja 55
024-002-015	Alerta Roja 56
024-002-016	Alerta Roja 57
024-002-017	Alerta Roja 58
024-002-018	Alerta Roja 59
024-002-019	Alerta Roja 60
024-003		¡Ataque de L. Fante Letal!
024-003-000	Violencia (nvl. 1)
024-003-001	Violencia (nvl. 2)
024-003-002	Violencia (nvl. 3)
024-003-003	Violencia (nvl. 4)
024-003-004	Violencia (nvl. 5)
024-003-005	Violencia (nvl. 6)
024-003-006	Violencia (nvl. 7)
024-003-007	Violencia (nvl. 8)
024-003-008	Violencia (nvl. 9)
024-003-009	Violencia (nvl. 10)
024-003-010	Violencia (nvl. 11)
024-003-011	Violencia (nvl. 12)
024-003-012	Violencia (nvl. 13)
024-003-013	Violencia (nvl. 14)
024-003-014	Violencia (nvl. 15)
024-003-015	Violencia (nvl. 16)
024-003-016	Violencia (nvl. 17)
024-003-017	Violencia (nvl. 18)
024-003-018	Violencia (nvl. 19)
024-003-019	Violencia (nvl. 20)
024-004		¡¡Ataque de L. Fante Letal!!
024-004-000	Violencia (nvl. 21)
024-004-001	Violencia (nvl. 22)
024-004-002	Violencia (nvl. 23)
024-004-003	Violencia (nvl. 24)
024-004-004	Violencia (nvl. 25)
024-004-005	Violencia (nvl. 26)
024-004-006	Violencia (nvl. 27)
024-004-007	Violencia (nvl. 28)
024-004-008	Violencia (nvl. 29)
024-004-009	Violencia (nvl. 30)
024-004-010	Violencia (nvl. 31)
024-004-011	Violencia (nvl. 32)
024-004-012	Violencia (nvl. 33)
024-004-013	Violencia (nvl. 34)
024-004-014	Violencia (nvl. 35)
024-004-015	Violencia (nvl. 36)
024-004-016	Violencia (nvl. 37)
024-004-017	Violencia (nvl. 38)
024-004-018	Violencia (nvl. 39)
024-004-019	Violencia (nvl. 40)
024-005		¡¡¡Ataque de L. Fante Letal!!!
024-005-000	Violencia (nvl. 41)
024-005-001	Violencia (nvl. 42)
024-005-002	Violencia (nvl. 43)
024-005-003	Violencia (nvl. 44)
024-005-004	Violencia (nvl. 45)
024-005-005	Violencia (nvl. 46)
024-005-006	Violencia (nvl. 47)
024-005-007	Violencia (nvl. 48)
024-005-008	Violencia (nvl. 49)
024-005-009	Violencia (nvl. 50)
024-005-010	Violencia (nvl. 51)
024-005-011	Violencia (nvl. 52)
024-005-012	Violencia (nvl. 53)
024-005-013	Violencia (nvl. 54)
024-005-014	Violencia (nvl. 55)
024-005-015	Violencia (nvl. 56)
024-005-016	Violencia (nvl. 57)
024-005-017	Violencia (nvl. 58)
024-005-018	Violencia (nvl. 59)
024-005-019	Violencia (nvl. 60)
024-006		¡Megaamenaza!
024-006-000	Alas Poderosas (nvl. 1)
024-006-001	Alas Poderosas (nvl. 2)
024-006-002	Alas Poderosas (nvl. 3)
024-006-003	Alas Poderosas (nvl. 4)
024-006-004	Alas Poderosas (nvl. 5)
024-006-005	Alas Poderosas (nvl. 6)
024-006-006	Alas Poderosas (nvl. 7)
024-006-007	Alas Poderosas (nvl. 8)
024-006-008	Alas Poderosas (nvl. 9)
024-006-009	Alas Poderosas (nvl. 10)
024-006-010	Alas Poderosas (nvl. 11)
024-006-011	Alas Poderosas (nvl. 12)
024-006-012	Alas Poderosas (nvl. 13)
024-006-013	Alas Poderosas (nvl. 14)
024-006-014	Alas Poderosas (nvl. 15)
024-006-015	Alas Poderosas (nvl. 16)
024-006-016	Alas Poderosas (nvl. 17)
024-006-017	Alas Poderosas (nvl. 18)
024-006-018	Alas Poderosas (nvl. 19)
024-006-019	Alas Poderosas (nvl. 20)
024-007		¡¡Megaamenaza!!
024-007-000	Alas Poderosas (nvl. 21)
024-007-001	Alas Poderosas (nvl. 22)
024-007-002	Alas Poderosas (nvl. 23)
024-007-003	Alas Poderosas (nvl. 24)
024-007-004	Alas Poderosas (nvl. 25)
024-007-005	Alas Poderosas (nvl. 26)
024-007-006	Alas Poderosas (nvl. 27)
024-007-007	Alas Poderosas (nvl. 28)
024-007-008	Alas Poderosas (nvl. 29)
024-007-009	Alas Poderosas (nvl. 30)
024-007-010	Alas Poderosas (nvl. 31)
024-007-011	Alas Poderosas (nvl. 32)
024-007-012	Alas Poderosas (nvl. 33)
024-007-013	Alas Poderosas (nvl. 34)
024-007-014	Alas Poderosas (nvl. 35)
024-007-015	Alas Poderosas (nvl. 36)
024-007-016	Alas Poderosas (nvl. 37)
024-007-017	Alas Poderosas (nvl. 38)
024-007-018	Alas Poderosas (nvl. 39)
024-007-019	Alas Poderosas (nvl. 40)
024-008		¡¡¡Megaamenaza!!!
024-008-000	Alas Poderosas (nvl. 41)
024-008-001	Alas Poderosas (nvl. 42)
024-008-002	Alas Poderosas (nvl. 43)
024-008-003	Alas Poderosas (nvl. 44)
024-008-004	Alas Poderosas (nvl. 45)
024-008-005	Alas Poderosas (nvl. 46)
024-008-006	Alas Poderosas (nvl. 47)
024-008-007	Alas Poderosas (nvl. 48)
024-008-008	Alas Poderosas (nvl. 49)
024-008-009	Alas Poderosas (nvl. 50)
024-008-010	Alas Poderosas (nvl. 51)
024-008-011	Alas Poderosas (nvl. 52)
024-008-012	Alas Poderosas (nvl. 53)
024-008-013	Alas Poderosas (nvl. 54)
024-008-014	Alas Poderosas (nvl. 55)
024-008-015	Alas Poderosas (nvl. 56)
024-008-016	Alas Poderosas (nvl. 57)
024-008-017	Alas Poderosas (nvl. 58)
024-008-018	Alas Poderosas (nvl. 59)
024-008-019	Alas Poderosas (nvl. 60)
024-009		¡Horrorpótamo!
024-009-000	Juggernaut Cósmico (nvl. 1)
024-009-001	Juggernaut Cósmico (nvl. 2)
024-009-002	Juggernaut Cósmico (nvl. 3)
024-009-003	Juggernaut Cósmico (nvl. 4)
024-009-004	Juggernaut Cósmico (nvl. 5)
024-009-005	Juggernaut Cósmico (nvl. 6)
024-009-006	Juggernaut Cósmico (nvl. 7)
024-009-007	Juggernaut Cósmico (nvl. 8)
024-009-008	Juggernaut Cósmico (nvl. 9)
024-009-009	Juggernaut Cósmico (nvl. 10)
024-009-010	Juggernaut Cósmico (nvl. 11)
024-009-011	Juggernaut Cósmico (nvl. 12)
024-009-012	Juggernaut Cósmico (nvl. 13)
024-009-013	Juggernaut Cósmico (nvl. 14)
024-009-014	Juggernaut Cósmico (nvl. 15)
024-009-015	Juggernaut Cósmico (nvl. 16)
024-009-016	Juggernaut Cósmico (nvl. 17)
024-009-017	Juggernaut Cósmico (nvl. 18)
024-009-018	Juggernaut Cósmico (nvl. 19)
024-009-019	Juggernaut Cósmico (nvl. 20)
024-010		¡¡Horrorpótamo!!
024-010-000	Juggernaut Cósmico (nvl. 21)
024-010-001	Juggernaut Cósmico (nvl. 22)
024-010-002	Juggernaut Cósmico (nvl. 23)
024-010-003	Juggernaut Cósmico (nvl. 24)
024-010-004	Juggernaut Cósmico (nvl. 25)
024-010-005	Juggernaut Cósmico (nvl. 26)
024-010-006	Juggernaut Cósmico (nvl. 27)
024-010-007	Juggernaut Cósmico (nvl. 28)
024-010-008	Juggernaut Cósmico (nvl. 29)
024-010-009	Juggernaut Cósmico (nvl. 30)
024-010-010	Juggernaut Cósmico (nvl. 31)
024-010-011	Juggernaut Cósmico (nvl. 32)
024-010-012	Juggernaut Cósmico (nvl. 33)
024-010-013	Juggernaut Cósmico (nvl. 34)
024-010-014	Juggernaut Cósmico (nvl. 35)
024-010-015	Juggernaut Cósmico (nvl. 36)
024-010-016	Juggernaut Cósmico (nvl. 37)
024-010-017	Juggernaut Cósmico (nvl. 38)
024-010-018	Juggernaut Cósmico (nvl. 39)
024-010-019	Juggernaut Cósmico (nvl. 40)
024-011		¡¡¡Horrorpótamo!!!
024-011-000	Juggernaut Cósmico (nvl. 41)
024-011-001	Juggernaut Cósmico (nvl. 42)
024-011-002	Juggernaut Cósmico (nvl. 43)
024-011-003	Juggernaut Cósmico (nvl. 44)
024-011-004	Juggernaut Cósmico (nvl. 45)
024-011-005	Juggernaut Cósmico (nvl. 46)
024-011-006	Juggernaut Cósmico (nvl. 47)
024-011-007	Juggernaut Cósmico (nvl. 48)
024-011-008	Juggernaut Cósmico (nvl. 49)
024-011-009	Juggernaut Cósmico (nvl. 50)
024-011-010	Juggernaut Cósmico (nvl. 51)
024-011-011	Juggernaut Cósmico (nvl. 52)
024-011-012	Juggernaut Cósmico (nvl. 53)
024-011-013	Juggernaut Cósmico (nvl. 54)
024-011-014	Juggernaut Cósmico (nvl. 55)
024-011-015	Juggernaut Cósmico (nvl. 56)
024-011-016	Juggernaut Cósmico (nvl. 57)
024-011-017	Juggernaut Cósmico (nvl. 58)
024-011-018	Juggernaut Cósmico (nvl. 59)
024-011-019	Juggernaut Cósmico (nvl. 60)
024-012		¡Año Nuevo Colosal!
024-012-000	Año del Buey (nvl. 1)
024-012-001	Año del Buey (nvl. 2)
024-012-002	Año del Buey (nvl. 3)
024-012-003	Año del Buey (nvl. 4)
024-012-004	Año del Buey (nvl. 5)
024-012-005	Año del Buey (nvl. 6)
024-012-006	Año del Buey (nvl. 7)
024-012-007	Año del Buey (nvl. 8)
024-012-008	Año del Buey (nvl. 9)
024-012-009	Año del Buey (nvl. 10)
024-013		¡Un San Valentín Colosal!
024-013-000	Chococaos (nvl. 1)
024-013-001	Chococaos (nvl. 2)
024-013-002	Chococaos (nvl. 3)
024-013-003	Chococaos (nvl. 4)
024-013-004	Chococaos (nvl. 5)
024-013-005	Chococaos (nvl. 6)
024-013-006	Chococaos (nvl. 7)
024-013-007	Chococaos (nvl. 8)
024-013-008	Chococaos (nvl. 9)
024-013-009	Chococaos (nvl. 10)
024-013-010	Chococaos (nvl. 11)
024-013-011	Chococaos (nvl. 12)
024-013-012	Chococaos (nvl. 13)
024-013-013	Chococaos (nvl. 14)
024-013-014	Chococaos (nvl. 15)
024-013-015	Chococaos (nvl. 16)
024-013-016	Chococaos (nvl. 17)
024-013-017	Chococaos (nvl. 18)
024-013-018	Chococaos (nvl. 19)
024-013-019	Chococaos (nvl. 20)
024-014		¡Sufrimiento Primaveral!
024-014-000	Huevos de Caos (nvl. 1)
024-014-001	Huevos de Caos (nvl. 2)
024-014-002	Huevos de Caos (nvl. 3)
024-014-003	Huevos de Caos (nvl. 4)
024-014-004	Huevos de Caos (nvl. 5)
024-014-005	Huevos de Caos (nvl. 6)
024-014-006	Huevos de Caos (nvl. 7)
024-014-007	Huevos de Caos (nvl. 8)
024-014-008	Huevos de Caos (nvl. 9)
024-014-009	Huevos de Caos (nvl. 10)
024-014-010	Huevos de Caos (nvl. 11)
024-014-011	Huevos de Caos (nvl. 12)
024-014-012	Huevos de Caos (nvl. 13)
024-014-013	Huevos de Caos (nvl. 14)
024-014-014	Huevos de Caos (nvl. 15)
024-014-015	Huevos de Caos (nvl. 16)
024-014-016	Huevos de Caos (nvl. 17)
024-014-017	Huevos de Caos (nvl. 18)
024-014-018	Huevos de Caos (nvl. 19)
024-014-019	Huevos de Caos (nvl. 20)
024-015		Desafío de Junio
024-015-000	Prohibido (nvl. 1)
024-015-001	Prohibido (nvl. 2)
024-015-002	Prohibido (nvl. 3)
024-015-003	Prohibido (nvl. 4)
024-015-004	Prohibido (nvl. 5)
024-015-005	Prohibido (nvl. 6)
024-015-006	Prohibido (nvl. 7)
024-015-007	Prohibido (nvl. 8)
024-015-008	Prohibido (nvl. 9)
024-015-009	Prohibido (nvl. 10)
024-016		Desafío de Junio II
024-016-000	Prohibido II (nvl. 11)
024-016-001	Prohibido II (nvl. 12)
024-016-002	Prohibido II (nvl. 13)
024-016-003	Prohibido II (nvl. 14)
024-016-004	Prohibido II (nvl. 15)
024-016-005	Prohibido II (nvl. 16)
024-016-006	Prohibido II (nvl. 17)
024-016-007	Prohibido II (nvl. 18)
024-016-008	Prohibido II (nvl. 19)
024-016-009	Prohibido II (nvl. máx.)
024-017		Desafío de Julio
024-017-000	Verano (nvl. 1)
024-017-001	Verano (nvl. 2)
024-017-002	Verano (nvl. 3)
024-017-003	Verano (nvl. 4)
024-017-004	Verano (nvl. 5)
024-017-005	Verano (nvl. 6)
024-017-006	Verano (nvl. 7)
024-017-007	Verano (nvl. 8)
024-017-008	Verano (nvl. 9)
024-017-009	Verano (nvl. 10)
024-018		Desafío de Julio II
024-018-000	No Verano (nvl. 11)
024-018-001	No Verano (nvl. 12)
024-018-002	No Verano (nvl. 13)
024-018-003	No Verano (nvl. 14)
024-018-004	No Verano (nvl. 15)
024-018-005	No Verano (nvl. 16)
024-018-006	No Verano (nvl. 17)
024-018-007	No Verano (nvl. 18)
024-018-008	No Verano (nvl. 19)
024-018-009	No Verano (nvl. máx.)
024-019		Gatos Estivales
024-019-000	Inicio del Verano
024-019-001	Coro del Ocaso
024-019-002	Desbordamiento de Luz
024-019-003	Casa del Árbol Secreta
024-019-004	A Cenar
024-019-005	Aroma a Citronela
024-019-006	Especial de Noche
024-019-007	Agarra la Red
024-019-008	Tesoro Marino
024-019-009	Repelente para Mosquitos
024-019-010	Baile Escolar
024-019-011	La Seductora
024-019-012	El Bronceado
024-019-013	Música Distante
024-019-014	Amigos Perdidos
024-019-015	Paseo al Mediodía
024-019-016	Cala Secreta
024-019-017	Indicios del Otoño
024-019-018	Fuegos Artificiales
024-019-019	Deberes de Última Hora
024-020		¡Barón Foca Ataca
024-020-000	Alerta Roja 1
024-020-001	Alerta Roja 2
024-020-002	Alerta Roja 3
024-020-003	Alerta Roja 4
024-020-004	Alerta Roja 5
024-020-005	Alerta Roja 6
024-020-006	Alerta Roja 7
024-020-007	Alerta Roja 8
024-020-008	Alerta Roja 9
024-020-009	Alerta Roja 10
024-020-010	Alerta Roja 11
024-020-011	Alerta Roja 12
024-020-012	Alerta Roja 13
024-020-013	Alerta Roja 14
024-020-014	Alerta Roja 15
024-020-015	Alerta Roja 16
024-020-016	Alerta Roja 17
024-020-017	Alerta Roja 18
024-020-018	Alerta Roja 19
024-020-019	Alerta Roja (nvl. máx.)
024-021		Desafío de Agosto
024-021-000	Invitados (nvl. 1)
024-021-001	Invitados (nvl. 2)
024-021-002	Invitados (nvl. 3)
024-021-003	Invitados (nvl. 4)
024-021-004	Invitados (nvl. 5)
024-021-005	Invitados (nvl. 6)
024-021-006	Invitados (nvl. 7)
024-021-007	Invitados (nvl. 8)
024-021-008	Invitados (nvl. 9)
024-021-009	Invitados (nvl. 10)
024-022		Desafío de Agosto II
024-022-000	Extraños (nvl. 11)
024-022-001	Extraños (nvl. 12)
024-022-002	Extraños (nvl. 13)
024-022-003	Extraños (nvl. 14)
024-022-004	Extraños (nvl. 15)
024-022-005	Extraños (nvl. 16)
024-022-006	Extraños (nvl. 17)
024-022-007	Extraños (nvl. 18)
024-022-008	Extraños (nvl. 19)
024-022-009	Extraños (nvl. máx.)
024-023		Desafío de Septiembre
024-023-000	Por el Pueblo (nvl. 1)
024-023-001	Por el Pueblo (nvl. 2)
024-023-002	Por el Pueblo (nvl. 3)
024-023-003	Por el Pueblo (nvl. 4)
024-023-004	Por el Pueblo (nvl. 5)
024-023-005	Por el Pueblo (nvl. 6)
024-023-006	Por el Pueblo (nvl. 7)
024-023-007	Por el Pueblo (nvl. 8)
024-023-008	Por el Pueblo (nvl. 9)
024-023-009	Por el Pueblo (nvl. 10)
024-024		Desafío de Septiembre II
024-024-000	En la Ciudad (nvl. 11)
024-024-001	En la Ciudad (nvl. 12)
024-024-002	En la Ciudad (nvl. 13)
024-024-003	En la Ciudad (nvl. 14)
024-024-004	En la Ciudad (nvl. 15)
024-024-005	En la Ciudad (nvl. 16)
024-024-006	En la Ciudad (nvl. 17)
024-024-007	En la Ciudad (nvl. 18)
024-024-008	En la Ciudad (nvl. 19)
024-024-009	En la Ciudad (nvl. máx.)
024-025		Desafío de Octubre
024-025-000	Día Deportivo (nvl. 1)
024-025-001	Día Deportivo (nvl. 2)
024-025-002	Día Deportivo (nvl. 3)
024-025-003	Día Deportivo (nvl. 4)
024-025-004	Día Deportivo (nvl. 5)
024-025-005	Día Deportivo (nvl. 6)
024-025-006	Día Deportivo (nvl. 7)
024-025-007	Día Deportivo (nvl. 8)
024-025-008	Día Deportivo (nvl. 9)
024-025-009	Día Deportivo (nvl. 10)
024-026		Desafío de Octubre II
024-026-000	Noche Deportiva (nvl. 11)
024-026-001	Noche Deportiva (nvl. 12)
024-026-002	Noche Deportiva (nvl. 13)
024-026-003	Noche Deportiva (nvl. 14)
024-026-004	Noche Deportiva (nvl. 15)
024-026-005	Noche Deportiva (nvl. 16)
024-026-006	Noche Deportiva (nvl. 17)
024-026-007	Noche Deportiva (nvl. 18)
024-026-008	Noche Deportiva (nvl. 19)
024-026-009	Noche Deportiva (nvl. máx.)
024-027		Ataque de L. Fante Letal
024-027-000	Violencia (nvl. 1)
024-027-001	Violencia (nvl. 2)
024-027-002	Violencia (nvl. 3)
024-027-003	Violencia (nvl. 4)
024-027-004	Violencia (nvl. 5)
024-027-005	Violencia (nvl. 6)
024-027-006	Violencia (nvl. 7)
024-027-007	Violencia (nvl. 8)
024-027-008	Violencia (nvl. 9)
024-027-009	Violencia (nvl. 10)
024-027-010	Violencia (nvl. 11)
024-027-011	Violencia (nvl. 12)
024-027-012	Violencia (nvl. 13)
024-027-013	Violencia (nvl. 14)
024-027-014	Violencia (nvl. 15)
024-027-015	Violencia (nvl. 16)
024-027-016	Violencia (nvl. 17)
024-027-017	Violencia (nvl. 18)
024-027-018	Violencia (nvl. 19)
024-027-019	Violencia (nvl. máx.)
024-028		Desafío de Noviembre
024-028-000	Trabajo (nvl. 1)
024-028-001	Trabajo (nvl. 2)
024-028-002	Trabajo (nvl. 3)
024-028-003	Trabajo (nvl. 4)
024-028-004	Trabajo (nvl. 5)
024-028-005	Trabajo (nvl. 6)
024-028-006	Trabajo (nvl. 7)
024-028-007	Trabajo (nvl. 8)
024-028-008	Trabajo (nvl. 9)
024-028-009	Trabajo (nvl. 10)
024-029		Desafío de Noviembre II
024-029-000	Revolución (nvl. 11)
024-029-001	Revolución (nvl. 12)
024-029-002	Revolución (nvl. 13)
024-029-003	Revolución (nvl. 14)
024-029-004	Revolución (nvl. 15)
024-029-005	Revolución (nvl. 16)
024-029-006	Revolución (nvl. 17)
024-029-007	Revolución (nvl. 18)
024-029-008	Revolución (nvl. 19)
024-029-009	Revolución (nvl. máx.)
024-030		Desafío de Diciembre
024-030-000	Los Gatos en el Río (nvl. 1)
024-030-001	Los Gatos en el Río (nvl. 2)
024-030-002	Los Gatos en el Río (nvl. 3)
024-030-003	Los Gatos en el Río (nvl. 4)
024-030-004	Los Gatos en el Río (nvl. 5)
024-030-005	Los Gatos en el Río (nvl. 6)
024-030-006	Los Gatos en el Río (nvl. 7)
024-030-007	Los Gatos en el Río (nvl. 8)
024-030-008	Los Gatos en el Río (nvl. 9)
024-030-009	Los Gatos en el Río (nvl. 10)
024-031		Desafío de Diciembre II
024-031-000	En el Espacio (nvl. 11)
024-031-001	En el Espacio (nvl. 12)
024-031-002	En el Espacio (nvl. 13)
024-031-003	En el Espacio (nvl. 14)
024-031-004	En el Espacio (nvl. 15)
024-031-005	En el Espacio (nvl. 16)
024-031-006	En el Espacio (nvl. 17)
024-031-007	En el Espacio (nvl. 18)
024-031-008	En el Espacio (nvl. 19)
024-031-009	En el Espacio (nvl. máx.)
024-032		Desafío de Enero
024-032-000	¿Año Nuevo? (nvl. 1)
024-032-001	¿Año Nuevo? (nvl. 2)
024-032-002	¿Año Nuevo? (nvl. 3)
024-032-003	¿Año Nuevo? (nvl. 4)
024-032-004	¿Año Nuevo? (nvl. 5)
024-032-005	¿Año Nuevo? (nvl. 6)
024-032-006	¿Año Nuevo? (nvl. 7)
024-032-007	¿Año Nuevo? (nvl. 8)
024-032-008	¿Año Nuevo? (nvl. 9)
024-032-009	¿Año Nuevo? (nvl. 10)
024-033		Desafío de Enero II
024-033-000	Un Año Más (nvl. 11)
024-033-001	Un Año Más (nvl. 12)
024-033-002	Un Año Más (nvl. 13)
024-033-003	Un Año Más (nvl. 14)
024-033-004	Un Año Más (nvl. 15)
024-033-005	Un Año Más (nvl. 16)
024-033-006	Un Año Más (nvl. 17)
024-033-007	Un Año Más (nvl. 18)
024-033-008	Un Año Más (nvl. 19)
024-033-009	Un Año Más (nvl. máx.)
024-034		Megaamenaza
024-034-000	Alas Poderosas (nvl. 1)
024-034-001	Alas Poderosas (nvl. 2)
024-034-002	Alas Poderosas (nvl. 3)
024-034-003	Alas Poderosas (nvl. 4)
024-034-004	Alas Poderosas (nvl. 5)
024-034-005	Alas Poderosas (nvl. 6)
024-034-006	Alas Poderosas (nvl. 7)
024-034-007	Alas Poderosas (nvl. 8)
024-034-008	Alas Poderosas (nvl. 9)
024-034-009	Alas Poderosas (nvl. 10)
024-034-010	Alas Poderosas (nvl. 11)
024-034-011	Alas Poderosas (nvl. 12)
024-034-012	Alas Poderosas (nvl. 13)
024-034-013	Alas Poderosas (nvl. 14)
024-034-014	Alas Poderosas (nvl. 15)
024-034-015	Alas Poderosas (nvl. 16)
024-034-016	Alas Poderosas (nvl. 17)
024-034-017	Alas Poderosas (nvl. 18)
024-034-018	Alas Poderosas (nvl. 19)
024-034-019	Alas Poderosas (nvl. máx.)
024-035		Horrorpótamo
024-035-000	Juggernaut Cósmico (nvl. 1)
024-035-001	Juggernaut Cósmico (nvl. 2)
024-035-002	Juggernaut Cósmico (nvl. 3)
024-035-003	Juggernaut Cósmico (nvl. 4)
024-035-004	Juggernaut Cósmico (nvl. 5)
024-035-005	Juggernaut Cósmico (nvl. 6)
024-035-006	Juggernaut Cósmico (nvl. 7)
024-035-007	Juggernaut Cósmico (nvl. 8)
024-035-008	Juggernaut Cósmico (nvl. 9)
024-035-009	Juggernaut Cósmico (nvl. 10)
024-035-010	Juggernaut Cósmico (nvl. 11)
024-035-011	Juggernaut Cósmico (nvl. 12)
024-035-012	Juggernaut Cósmico (nvl. 13)
024-035-013	Juggernaut Cósmico (nvl. 14)
024-035-014	Juggernaut Cósmico (nvl. 15)
024-035-015	Juggernaut Cósmico (nvl. 16)
024-035-016	Juggernaut Cósmico (nvl. 17)
024-035-017	Juggernaut Cósmico (nvl. 18)
024-035-018	Juggernaut Cósmico (nvl. 19)
024-035-019	Juggernaut Cósmico (nvl. máx.)
024-036		¡Año Nuevo Colosal!
024-036-000	Año del Tigre (nvl. 1)
024-036-001	Año del Tigre (nvl. 2)
024-036-002	Año del Tigre (nvl. 3)
024-036-003	Año del Tigre (nvl. 4)
024-036-004	Año del Tigre (nvl. 5)
024-036-005	Año del Tigre (nvl. 6)
024-036-006	Año del Tigre (nvl. 7)
024-036-007	Año del Tigre (nvl. 8)
024-036-008	Año del Tigre (nvl. 9)
024-036-009	Año del Tigre (nvl. 10)
024-037		Sr. Ángel Divino Ataca
024-037-000	Bendición (nvl. 1)
024-037-001	Bendición (nvl. 2)
024-037-002	Bendición (nvl. 3)
024-037-003	Bendición (nvl. 4)
024-037-004	Bendición (nvl. 5)
024-037-005	Bendición (nvl. 6)
024-037-006	Bendición (nvl. 7)
024-037-007	Bendición (nvl. 8)
024-037-008	Bendición (nvl. 9)
024-037-009	Bendición (nvl. 10)
024-037-010	Bendición (nvl. 11)
024-037-011	Bendición (nvl. 12)
024-037-012	Bendición (nvl. 13)
024-037-013	Bendición (nvl. 14)
024-037-014	Bendición (nvl. 15)
024-037-015	Bendición (nvl. 16)
024-037-016	Bendición (nvl. 17)
024-037-017	Bendición (nvl. 18)
024-037-018	Bendición (nvl. 19)
024-037-019	Bendición (nvl. máx.)
024-038		Gran Ping Pong Z. Ataca
024-038-000	Paseo (nvl. 1)
024-038-001	Paseo (nvl. 2)
024-038-002	Paseo (nvl. 3)
024-038-003	Paseo (nvl. 4)
024-038-004	Paseo (nvl. 5)
024-038-005	Paseo (nvl. 6)
024-038-006	Paseo (nvl. 7)
024-038-007	Paseo (nvl. 8)
024-038-008	Paseo (nvl. 9)
024-038-009	Paseo (nvl. 10)
024-038-010	Paseo (nvl. 11)
024-038-011	Paseo (nvl. 12)
024-038-012	Paseo (nvl. 13)
024-038-013	Paseo (nvl. 14)
024-038-014	Paseo (nvl. 15)
024-038-015	Paseo (nvl. 16)
024-038-016	Paseo (nvl. 17)
024-038-017	Paseo (nvl. 18)
024-038-018	Paseo (nvl. 19)
024-038-019	Paseo (nvl. máx.)
024-039		Desafío de Febrero
024-039-000	Felicidad (nvl. 1)
024-039-001	Felicidad (nvl. 2)
024-039-002	Felicidad (nvl. 3)
024-039-003	Felicidad (nvl. 4)
024-039-004	Felicidad (nvl. 5)
024-039-005	Felicidad (nvl. 6)
024-039-006	Felicidad (nvl. 7)
024-039-007	Felicidad (nvl. 8)
024-039-008	Felicidad (nvl. 9)
024-039-009	Felicidad (nvl. 10)
